Month,Day,Year,Birthday,Name,Description
9,28,1856,9/28/1856,Kate Douglas Wiggins, author
9,28,1882,9/28/1882,Jack Fournier, played 2nd on 1917-18 Yankees
9,28,1885,9/28/1885,Wilbur 'Lefty' Good, pitched for Yanks in 1905
9,28,1895,9/28/1895,Lawton Whitey Witt, Yankee outfielder of 1922-25
9,28,1901,9/28/1901,William S Paley, CBS Chairman
9,28,1902,9/28/1902,Ed Sullivan, TV variety show host
9,28,1905,9/28/1905,Max Schmeling," of Germany, world heavyweight boxing champ (1930-32)"
9,28,1907,9/28/1907,Glen (Turk) Edwards, NFL tackle (Boston/Washington Redskins)
9,28,1909,9/28/1909,Al Capp," cartoonist, ('Li'l Abner'"
9,28,1914,9/28/1914,Harold Taylor, Canadian educator
9,28,1917,9/28/1917,Michael Somes, English ballet dancer
9,28,1923,9/28/1923,William Windom, Actor
9,28,1924,9/28/1924,Marcello Mastroianni," Actor (8«, La Dolce Vita)"
9,28,1925,9/28/1925,Seymour Cray, inventor of Cray I computer
9,28,1934,9/28/1934,Brigette Bardot, in Paris France
9,28,1940,9/28/1940,Alexander S Ivanchenkov," cosmonaut (Soyuz 29, T-6)"
9,28,1941,9/28/1941,Charley Taylor," NFL wide receiver, running back (Redskin)"
9,28,1942,9/28/1942,Grant Jackson, 1972 Yankee pitcher
9,28,1946,9/28/1946,Fiona Lewis,
9,28,1951,9/28/1951,Dave Rajsich, Yankee pitcher
9,28,1952,9/28/1952,Sylvia Kristel," in Holland, Emmanuelle"
9,28,1954,9/28/1954,Steve Largent, wide receiver (Seattle Seahawks)
9,28,551 BC ,9/28/ 551 BC ,Confucius,
9,29,1755,9/29/1755,Robert," Lord Clive, founder of British empire in India"
9,29,1758,9/29/1758,Adm Horatio Nelson, British naval hero at Trafalgar
9,29,1848,9/29/1848,Caroline Ardelia Yale, American educator of deaf
9,29,1895,9/29/1895,Joseph B Rhine, parapsychologist
9,29,1901,9/29/1901,Enrico Fermi," physicist, gone fission"
9,29,1902,9/29/1902,Miguel Alem n, president of Mexico (1946-52)
9,29,1907,9/29/1907,Gene Autry, cowpoke/singer/Actor/Calif Angels owner
9,29,1908,9/29/1908,Greer Garson, in North Ireland
9,29,1910,9/29/1910,Virginia Bruce,
9,29,1922,9/29/1922,Lizabeth Scott,
9,29,1925,9/29/1925,John Tower, (R-Sen-Tx)
9,29,1931,9/29/1931,Anita Ekberg, in Sweden
9,29,1935,9/29/1935,Jerry Lee Lewis," singer (Great Balls of Fire, Breathless)"
9,29,1942,9/29/1942,Madeline Kahn," in Mass, Actress (Paper Moon, Blazing Saddles)"
9,29,1942,9/29/1942,Bill Nelson," (D-Fla-Rep), astronaut (STS 61C)"
9,29,1943,9/29/1943,Lech Walesa, leader of Polish Solidarity movement (Nobel 1983)
9,29,1948,9/29/1948,Bryant Gumbel, (Today)
9,29,1956,9/29/1956,Sebastian Coe, British distance runner
9,30,1627,9/30/1627,Robinson Crusoe, according to Daniel Defoe
9,30,1870,9/30/1870,Jean Perrin," French physicist, studied Brownian motion (Nobel 1926)"
9,30,1912,9/30/1912,Kenny Baker, radio singer
9,30,1915,9/30/1915,Lester Maddox, former governor of Georgia
9,30,1921,9/30/1921,Deborah Kerr," (King & I, Night of Iguana) in Helensburg Scotland"
9,30,1924,9/30/1924,Truman Capote, a short short story writer (In Cold Blood)
9,30,1928,9/30/1928,Elie Wiesel," author (Souls on Fire), Nazi hunter (Nobel 1986)"
9,30,1931,9/30/1931,Angie Dickinson, in Kulm ND - best looking legs on a Police officer
9,30,1935,9/30/1935,Johnny Mathis, singer
9,30,1943,9/30/1943,Marilyn McCoo, in Jersey City NJ - Solid Gold host
10,1,1207,10/1/1207,Henry III, king of England (1216-72)
10,1,1685,10/1/1685,Charles VI, Holy Roman emperor (1711-40)
10,1,1781,10/1/1781,James Lawrence," naval hero (""Don't give up the ship!"")"
10,1,1791,10/1/1791,Sergey Aksakov, Russian novelist (Chronicles of a Russian Family)
10,1,1832,10/1/1832,Caroline Lavinia Scott Harrison, 1st wife of Benjamin Harrison
10,1,1881,10/1/1881,William Edward Boeing, founded aircraft co
10,1,1893,10/1/1893,Faith Baldwin, author
10,1,1904,10/1/1904,Vladimir Horowitz, pianist
10,1,1907,10/1/1907,Hiram Fong, Sen
10,1,1909,10/1/1909,Sam Yorty, ex-mayor of LA
10,1,1911,10/1/1911,Edward P. Boland, (D-Rep-Mass)
10,1,1920,10/1/1920,Walter Matthau," (Odd Couple, Bad News Bears)"
10,1,1921,10/1/1921,James Whitmore," Actor (Black Like Me, Tora! Tora! Tora!)"
10,1,1924,10/1/1924,William Rehnquist," chief justice, Supreme Court (1987-, )"
10,1,1924,10/1/1924,Jimmy Earl Carter,(D) 39th Pres (1977-1981)
10,1,1927,10/1/1927,Tom Bosley, Actor (Happy Days)
10,1,1928,10/1/1928,George Peppard," Actor (Breakfast at Tiffany's, Blue Max)"
10,1,1928,10/1/1928,Laurence Harvey," Actor (Alamo, Romeo & Juliet)"
10,1,1930,10/1/1930,Richard Harris,
10,1,1935,10/1/1935,Julie Andrews," Actress & singer (Sound of Music, Mary Poppins)"
10,1,1936,10/1/1936,Stella Stevens," Actress (Girls! Girls!, Manitou) in Yazoo City Miss"
10,1,1936,10/1/1936,Charles G. Fullerton," astronaut (STS-3, 51F)"
10,1,1936,10/1/1936,Edward Villella, American ballet dancer
10,1,1945,10/1/1945,Rod Carew, baseball slugger
10,2,1851,10/2/1851,Ferdinand Foch, believed to be responsible for Allies winning WW I
10,2,1869,10/2/1869,Mahatma K Ghandi," pacifist Porbandar, Kathiawad, India"
10,2,1871,10/2/1871,Cordell Hull," sec of state, lowered tariffs (Nobel 1945)"
10,2,1895,10/2/1895,Groucho Marx, comedian
10,2,1898,10/2/1898,Groucho Marx,
10,2,1904,10/2/1904,Graham Greene, prolific English novelist (Brighton Rock)
10,2,1921,10/2/1921,Robert Runcie, archbishop of Canterbury
10,2,1928,10/2/1928,Spanky McFarland, Little Rascal
10,2,1932,10/2/1932,Maury Wills, Dodger shortstop
10,2,1939,10/2/1939,Yuri N. Glazkov, Soviet cosmonaut (Soyuz 24)
10,2,1940,10/2/1940,Rex Reed, movie critic
10,2,1945,10/2/1945,Don McLean," singer, songwriter (American Pie, Vincent)"
10,2,1948,10/2/1948,Donna Karan, Actress
10,2,1951,10/2/1951,Sting, (Police)
10,3,1605,10/3/1605,Li Tzu-ch'eng," Chinese revolutionary, dethroned last Ming emperor"
10,3,1800,10/3/1800,George Bancroft, historian
10,3,1803,10/3/1803,John Gorrie, invented cold-air process of refrigeration
10,3,1804,10/3/1804,Townsend Harris, 1st Western consul to reside in Japan
10,3,1814,10/3/1814,Mikhail Lermontov," leading Russian Romantic poet, novelist"
10,3,1859,10/3/1859,Elenora Duse," in Italy, Actress"
10,3,1888,10/3/1888,Carl von Ossietzky," German journalist, pacifist (Nobel 1935)"
10,3,1899,10/3/1899,Gertrude Berg, Molly Goldberg
10,3,1925,10/3/1925,Gore Vidal," writer (Myra Breckinridge, Lincoln)"
10,3,1935,10/3/1935,Charles M. Duke Jr, astronaut (Apollo 16)
10,3,1941,10/3/1941,Chubby Checker, singer
10,3,1950,10/3/1950,Pamela Hensley, in LA
10,3,1951,10/3/1951,Dave Winfield, NY Yankee
10,3,1959,10/3/1959,Jack Wagner, General Hospital's rocker
10,4,1289,10/4/1289,Louis X," (the Stubborn), king of France (1314-16)"
10,4,1626,10/4/1626,Richard Cromwell, lord protector of England (1658-59)
10,4,1822,10/4/1822,Rutherford B. Hayes," (R), 19th pres (1877-81)"
10,4,1850,10/4/1850,John W. McGraw," (R), governor of Wash (1893-97)"
10,4,1880,10/4/1880,Damon Runyon, writer
10,4,1895,10/4/1895,Buster Keaton," Actor (The Navigator, Steamboat Bill, Jr.)"
10,4,1923,10/4/1923,Charlton Heston," Moses (Ben Hur, Planet of the Apes)"
10,4,1931,10/4/1931,Dick Tracy, crimestopper
10,4,1934,10/4/1934,Sam Huff," NFL linebacker (NY Giants, Washington Redskins)"
10,4,1941,10/4/1941,Lori Saunders, in Kansas City Mo
10,4,1944,10/4/1944,Patty LaBelle, singer
10,4,1946,10/4/1946,Susan Sarandon," NYC (Atlantic City, Great Waldo Pepper)"
10,4,1949,10/4/1949,Armand Assante,
10,5,1713,10/5/1713,Denis Diderot, encyclopedist
10,5,1829,10/5/1829,Chester A. Arthur, 21st Pres (1881-85)
10,5,1882,10/5/1882,Robert Hutchings Goddard," rocket pioneer, in Worcester, Mass"
10,5,1887,10/5/1887,Rene Cassin, (Nobel Peace Prize 1968)
10,5,1905,10/5/1905,Ray Kroc, who gave Ronald McDonald a job
10,5,1908,10/5/1908,Joshua Logan, Broadway producer
10,5,1911,10/5/1911,Larry Fine,comic genius (3 Stooges)
10,5,1919,10/5/1919,Donald Pleasance, Happy Halloween
10,5,1921,10/5/1921,Bill Willis," AAFC, NFL guard (Browns)"
10,5,1923,10/5/1923,Glynis Johns, in South Africa
10,5,1923,10/5/1923,Philip Berrigan, militant priest
10,5,1929,10/5/1929,Richard F. Gordon Jr.," U.S. astronaut (Gemini 11, Apollo 12)"
10,5,1930,10/5/1930,Pavel R. Popovich," Soviet cosmonaut (Vostok 4, Soyuz 14)"
10,5,1933,10/5/1933,Diane Cilento, in Australia
10,5,1951,10/5/1951,Karen Allen, in Illinois
10,5,1951,10/5/1951,Bob Geldof, Band Aid organizer
10,6,1820,10/6/1820,Jenny Lind," in Sweden, soprano, nightingale"
10,6,1831,10/6/1831,Richard Dedekind, mathematician
10,6,1846,10/6/1846,George Westinghouse, responsible for alternating current in US
10,6,1866,10/6/1866,Reginald Aubrey Fessenden, broadcast 1st program of voice & music
10,6,1887,10/6/1887,Martin Luis Guzman, Mexican novelist (The Eagle & the Serpent)
10,6,1888,10/6/1888,Li Ta-chao, cofounder with Mao Tse-tung of Chinese Communist Party
10,6,1906,10/6/1906,Janet Gaynor," in Phila (Sunrise, A Star Is Born)"
10,6,1909,10/6/1909,Carol Lombard,
10,6,1914,10/6/1914,Thor Heyerdahl," anthropologist, explorer (Kon Tiki, Aku-Aku)"
10,6,1925,10/6/1925,Shana Alexander, point-counterpoint journalist
10,6,1936,10/6/1936,Anna Quayle,
10,6,1942,10/6/1942,Britt Ekland, in Sweden
10,6,1956,10/6/1956,Stephanie Zimbalist, NYC (Remington Steele)
10,7,1849,10/7/1849,James Whitcomb Riley, American poet (The Raggedy Man)
10,7,1879,10/7/1879,Joe Hill," songwriter, IWW organizer, martyr"
10,7,1885,10/7/1885,Niels Bohr," physicist, expanded quantum physics (Nobel 1922)"
10,7,1888,10/7/1888,Henry A. Wallace," (D/P), 33rd VP, Progressive pres candidate"
10,7,1905,10/7/1905,Jean Arthur, (or 10-17-08)
10,7,1916,10/7/1916,Walt W. Rostow, economist
10,7,1917,10/7/1917,June Allyson, Actress
10,7,1926,10/7/1926,Diana Lynn,
10,7,1927,10/7/1927,Al Martino, singer
10,7,1931,10/7/1931,Anglican Archbishop Desmond Tutu, (Nobel Peace Prize 1982)
10,7,1931,10/7/1931,Desmond Tutu, Archbishop of South Africa
10,7,1943,10/7/1943,Oliver North,
10,7,1951,10/7/1951,John Cougar Mellencamp, singer
10,7,1955,10/7/1955,Yo-Yo Ma, cellist
10,7,1959,10/7/1959,Judy Landers,
10,8,1869,10/8/1869,J Frank Duryea, invented 1st auto built & operated in the US
10,8,1873,10/8/1873,Ejnar Hertzsprung, Danish astronomer (Hertzsprung-Russell diagram)
10,8,1890,10/8/1890,Eddie Rickenbacker, aviator
10,8,1895,10/8/1895,Juan Peron," president of Argentina (1946-55, 1973-74)"
10,8,1897,10/8/1897,Rouben Mamoulian, Movie director
10,8,1909,10/8/1909,Bill Hewitt," NFL end (Chicago Bears, Philadelphia Eagles)"
10,8,1916,10/8/1916,Spark Matsunaga, D-Ha-Sen)
10,8,1920,10/8/1920,Frank Herbert, sci-fi writer (Dune)
10,8,1930,10/8/1930,James Olsen,
10,8,1936,10/8/1936,Rona Barrett, Gossip columnist & friend of Tom Snyder
10,8,1940,10/8/1940,David Carradine,
10,8,1941,10/8/1941,Jesse Jackson," (D), clergyman, presidential candidate"
10,8,1943,10/8/1943,Chevy Chase," comedian, actor (SNL, Vacation, Fletch, Caddyshack)"
10,8,1949,10/8/1949,Sigourney Weaver, LA (Alien)
10,8,1951,10/8/1951,Johnny Ramone, rock guitarist
10,9,1547,10/9/1547,Miguel de Cervantes, novelist (Don Quixote)
10,9,1757,10/9/1757,Charles X, reactionary king of France (1824-30); deposed
10,9,1835,10/9/1835,Camille Saint-Sans, French composer
10,9,1890,10/9/1890,Aimee Semple McPherson," Pentecostal evangelist, radio preacher"
10,9,1906,10/9/1906,Leopold Senghor," poet, president of Senegal (1960-80)"
10,9,1924,10/9/1924,Robert Rushworth, X-15 pilot
10,9,1925,10/9/1925,Robert Finch, Actor
10,9,1940,10/9/1940,Joe Pepitone, baseball player
10,9,1940,10/9/1940,Gordon Humphrey, R-NH
10,9,1940,10/9/1940,John Lennon, Beatle
10,9,1945,10/9/1945,Jeannie C Riley," in Texas, Hee-Haw (Harper Valley PTA)"
10,9,1948,10/9/1948,Jackson Brown," rocker, Germany"
10,9,1955,10/9/1955,Steve Ovett, English track star
10,9,1959,10/9/1959,Mike Singletary,
10,9,1967,10/9/1967,Carling Bassett, in Canada Tennis player
10,9,1975,10/9/1975,Sean Lennon,
10,10,1731,10/10/1731,Henry Cavendish," English physicist, chemist"
10,10,1738,10/10/1738,Benjamin West, painter
10,10,1813,10/10/1813,Giuseppe Verdi," composer of operas (Rigoletto, Aida, Otello)"
10,10,1830,10/10/1830,Emily Dickinson, poet
10,10,1861,10/10/1861,Fridtjof Nansen," Norweg. Arctic explorer, humanitarian (Nobel 1922)"
10,10,1892,10/10/1892,Ivo Andric, Yugoslav novelist (Bridge on the Drina) (Nobel '61)
10,10,1895,10/10/1895,Lin Yu-t'ang, Chinese writer (My Country & My People)
10,10,1900,10/10/1900,Helen Hayes," Actress (Caesar & Cleopatra, Happy Birthday)"
10,10,1924,10/10/1924,James Clavell," author (Tai Pan, Shogun)"
10,10,1924,10/10/1924,"Ed Wood, Jr",
10,10,1930,10/10/1930,Harold Pinter, playwright
10,10,1930,10/10/1930,Adlai Stevenson III, (D-Sen-Ill)
10,10,1946,10/10/1946,Ben Vereen," dancer, Actor, singer"
10,10,1955,10/10/1955,David Lee Roth, rocker
10,10,1958,10/10/1958,Tanya Tucker," in Seminole Texas, country singer"
10,11,1758,10/11/1758,Wilhelm Olbers, discoverer of asteroids Pallas & Vesta
10,11,1844,10/11/1844,Henry John Heinz, founded a prepared-foods company
10,11,1884,10/11/1884,Eleanor Roosevelt, crusader
10,11,1885,10/11/1885,Francois Mauriac," French novelist, poet, playwright (Nobel 1952)"
10,11,1897,10/11/1897,George Preston Marshall, NFL team owner (Washington Redskins)
10,11,1900,10/11/1900,Cal Hubbard," NFL tackle (Giants, Packers, Pittsburgh Pirates)"
10,11,1906,10/11/1906,Earl (Dutch) Clark," NFL quarterback (Portsmouth Spartans, Detroit)"
10,11,1910,10/11/1910,Joseph Alsop, newspaper columnist
10,11,1918,10/11/1918,Jerome Robbins, choreographer
10,11,1919,10/11/1919,Art Blakey,
10,11,1932,10/11/1932,Dottie West, country singer
10,11,1937,10/11/1937,Ron Leibman,
10,11,1949,10/11/1949,Daryl Hall, Rocker
10,12,1537,10/12/1537,Edward VI, king of England (1547-53)
10,12,1798,10/12/1798,Pedro I," 1st emperor of Brazil (1822-31), king of Portugal"
10,12,1860,10/12/1860,Elmer Sperry, inventor of the gyrocompass
10,12,1866,10/12/1866,Ramsay MacDonald," (Labour), British prime minister (1924, 1929-35)"
10,12,1872,10/12/1872,Ralph Vaughan Williams," in England, composer"
10,12,1896,10/12/1896,Eugenio Montale," Italian poet, translator (Xenia) (Nobel 1975)"
10,12,1923,10/12/1923,Jean Nidetch in Brooklyn, founder of Weight Watchers
10,12,1928,10/12/1928,Spankey McFarland, Actor
10,12,1932,10/12/1932,Dick Gregory, comedian-activist
10,12,1932,10/12/1932,Jake Garn," (R-Sen-Ut), astronaut (STS-51T)"
10,12,1935,10/12/1935,Luciano Pavarotti, operatic tenor
10,12,1936,10/12/1936,Tony Kubek, Yankee shortstop
10,12,1947,10/12/1947,Chris Wallace, reporter
10,12,1950,10/12/1950,Susan Anton, Actress-singer
10,12,1962,10/12/1962,Sid Fernandez," Met Pitcher, Hawaii"
10,13,1769,10/13/1769,Horace H Hayden, cofounder of 1st dental college
10,13,1853,10/13/1853,Lillie Langtry," (the Jersey Lily), Actress"
10,13,1909,10/13/1909,Herblock (Herbert L. Block), political cartoonist
10,13,1917,10/13/1917,Burr Tillstrom," creator of Kukla, Fran & Ollie"
10,13,1918,10/13/1918,Cornell Wilde, Actor
10,13,1920,10/13/1920,Laraine Day,
10,13,1921,10/13/1921,Yves Montand," French Actor, singer"
10,13,1925,10/13/1925,Nipsey Russel, comedian
10,13,1925,10/13/1925,Margaret Thatcher (Tory)," British PM (1979-, ) Iron Lady"
10,13,1925,10/13/1925,Lenny Bruce,
10,13,1942,10/13/1942,Art Garfunkel, built bridge over troubled waters
10,13,1942,10/13/1942,Pamela Tiffin, in Oklahoma City
10,13,1959,10/13/1959,Marie Osmond, in Ogden Utah
10,14,1633,10/14/1633,James II, king of England (1685-88)
10,14,1712,10/14/1712,George Grenville, British prime minister (1763-65)
10,14,1857,10/14/1857,Elwood Haynes," auto pioneer, built one of the 1st US autos"
10,14,1874,10/14/1874,Raymond Ewry," of U.S., won 10 Olympic gold medals for jumping"
10,14,1890,10/14/1890,Dwight D Eisenhower," (R), 34th Pres (1953-1961)"
10,14,1894,10/14/1894,e e cummings, poet
10,14,1896,10/14/1896,Lillian Gish, silent film & stage Actress (Birth of a Nation)
10,14,1926,10/14/1926,Roger Moore, the 'saintly' James Bond
10,14,1938,10/14/1938,John Dean III, former White House counsel
10,14,1947,10/14/1947,Charlie Joiner," NFL wide receiver (Houston, Cincinnati, San Diego)"
10,14,1950,10/14/1950,Sheila Young Ochowitz, US Olympic speed skater
10,14,1952,10/14/1952,Nikolai Adrianov, Soviet Olympic gymnast
10,15,1542,10/15/1542,Akbar, Indian Mughal emperor (1556-1605)
10,15,1785,10/15/1785,Jose Miguel Carrera, president of Chile (1811-14)
10,15,1829,10/15/1829,Asaph Hall," discoverer of the moons of Mars, Phobos & Deimos"
10,15,1844,10/15/1844,Friedrich Nietzsche, šbermensch
10,15,1858,10/15/1858,John L. Sullivan, (heavyweight champ 1882-92)
10,15,1900,10/15/1900,Mervyn Le Roy, movie producer
10,15,1905,10/15/1905,C P Snow, British novelist & scientist
10,15,1908,10/15/1908,John Kenneth Galbraith, economist
10,15,1917,10/15/1917,Arthur Schlesinger Jr., historian
10,15,1921,10/15/1921,Mario Puzo, author (Godfather)
10,15,1924,10/15/1924,Lee Iacocca, CEO of Chrysler Corp
10,15,1926,10/15/1926,Jean Peters, Actress
10,15,1937,10/15/1937,Linda Lavin, in Portland Maine - Alice TV show
10,15,1942,10/15/1942,Penny Marshall, NYC (Laverne & Shirley) former Mrs Rob Reiner
10,15,1945,10/15/1945,Jim Palmer, baseball player
10,15,1946,10/15/1946,Richard Carpenter, (Carpenters)
10,15,1959,10/15/1959,Princess Sarah Ferguson," (Fergie), the Duchess of York"
10,15,1970,10/15/1970,Virgil," Mantua, (Publius Vergilius Maro) born BC - Italy (’neid)"
10,16,1708,10/16/1708,Albrecht von Haller, the father of experimental physiology
10,16,1758,10/16/1758,Noah Webster, lexicographer
10,16,1792,10/16/1792,Francisco Moraz n," (Liberal), president of Central America (1830-40)"
10,16,1854,10/16/1854,Oscar Wilde," (Fingal O'Flahertie Wills) - Dublin, (Pic of Dorian Gray)"
10,16,1863,10/16/1863,Sir Austen Chamberlain, British foreign secretary (Nobel 1925)
10,16,1888,10/16/1888,Eugene O'Neill, dramatist (Desire Under the Elms) (Nobel 1936)
10,16,1890,10/16/1890,Paul Strand, photographer
10,16,1898,10/16/1898,William O. Douglas, former Supreme Court justice
10,16,1908,10/16/1908,Enver Hoxha, post-war leader of Albania
10,16,1921,10/16/1921,Linda Darnell,
10,16,1925,10/16/1925,Angela Lansbury, Actress (Murder She Wrote)
10,16,1927,10/16/1927,Gunter Grass," German novelist, poet (The Tin Drum)"
10,16,1931,10/16/1931,Charles W. Colson, pres adviser
10,16,1946,10/16/1946,Suzanne Somers, Actress (3's Co) in San Bruno Calif
10,17,1835,10/17/1835,Alexandrine-Pieternella Tinne, explored the White Nile
10,17,1893,10/17/1893,Spring Byington,
10,17,1903,10/17/1903,Irene Ryan, in El Paso Texas
10,17,1915,10/17/1915,Arthur Miller," playwright (Death of a Salesman, The Crucible)"
10,17,1919,10/17/1919,Rita Hayworth, in NY (Alzheimer victim)
10,17,1921,10/17/1921,Tom Poston," comedian, Actor"
10,17,1928,10/17/1928,Julie Adams, in Iowa
10,17,1929,10/17/1929,Beverly Garland, in Santa Cruz California
10,17,1930,10/17/1930,Jimmy Breslin, newspaperman & raconteur
10,17,1933,10/17/1933,William A. Anders, astronaut (Apollo 8)
10,17,1938,10/17/1938,Robert 'Evel' Knievel, motorcycle daredevil
10,17,1945,10/17/1945,Dave Cutler, CFL place kicker (Edmonton Eskimos)
10,17,1946,10/17/1946,Bob Seagren, pole vaulter
10,17,1947,10/17/1947,Charles A. Ingene, macromarketing researcher
10,17,1948,10/17/1948,Margot Kidder, in Yellowknife - Lois Lane
10,17,1949,10/17/1949,George Wendt, cheers
10,18,1777,10/18/1777,Heinrich von Kleist," German dramatist, poet"
10,18,1859,10/18/1859,Henri Bergson, French philosopher (Creative Evolution) (Nobel 1927)
10,18,1878,10/18/1878,James Truslow Adams, historian
10,18,1919,10/18/1919,Pierre Elliot Trudeau," (L), 15th Canadian PM (1968-79, 1980-84)"
10,18,1921,10/18/1921,Jesse Helms (R-NC-Sen), right-wing
10,18,1922,10/18/1922,Richard Stankiewicz, U.S. sculptor
10,18,1925,10/18/1925,Melina Mercouri, in Athens Greece
10,18,1927,10/18/1927,George C. Scott, Actor (Patton)
10,18,1928,10/18/1928,Keith Jackson, Sportscaster
10,18,1930,10/18/1930,Frank Carlucci, National Security Adviser
10,18,1933,10/18/1933,Forrest Gregg," NFL tackle (Green Bay Packers, Dallas Cowboys)"
10,18,1933,10/18/1933,Peter Boyle, Actor
10,18,1934,10/18/1934,Inger Stevens, in Sweden
10,18,1939,10/18/1939,Mike Ditka," tight end for Bears, Cowboys; coach of Chicago Bears"
10,18,1947,10/18/1947,John Johnson, Seattle SuperSonic
10,18,1947,10/18/1947,Laura Nyro, in Bronx
10,18,1952,10/18/1952,Pam Dawber, Detroit - Mindy of Mork & Mindy
10,19,1632,10/19/1632,Christopher Wren, English astronomer & architect
10,19,1862,10/19/1862,Auguste Lumire, made 1st movie (Workers Leaving Lumire FActory)
10,19,1882,10/19/1882,Vincas Kreve-Mickievicius," Lithuanian poet, philologist, playwright"
10,19,1895,10/19/1895,Louis Mumford," cultural historian, city planner"
10,19,1899,10/19/1899,Miguel Asturias," Guatemalan poet, novelist, diplomat (Nobel 1967)"
10,19,1909,10/19/1909,Robert Beatty, Actor
10,19,1910,10/19/1910,Subrahmanyan Chandrasekhar, Indian physicist (Nobel 1983)
10,19,1920,10/19/1920,LaWanda Page, in Cleve (Aunt Esther-Sanford & Sons)
10,19,1922,10/19/1922,Jack Anderson, columnist
10,19,1931,10/19/1931,John Le Carre, English spy novelist (Little Drummer Girl)
10,19,1932,10/19/1932,Robert Reed, Actor
10,19,1945,10/19/1945,John Lithgow, Actor
10,19,1967,10/19/1967,Amy Carter, daughter of Pres Carter
10,20,1632,10/20/1632,Sir Christopher Wren," astronomer, great English architect"
10,20,1812,10/20/1812,Austin Flint, 19th century heart research. pioneer
10,20,1819,10/20/1819,Mirza Ali Mohammad," (The Bab), forerunner of Baha'Ullah"
10,20,1823,10/20/1823,Thomas Hughes, British author (Tom Brown's School Days)
10,20,1854,10/20/1854,Arthur Rimbaud," French poet, adventurer (Illuminations)"
10,20,1859,10/20/1859,John Dewey, philosopher
10,20,1874,10/20/1874,Charles Ives, composer
10,20,1900,10/20/1900,Wayne Morse, (R/D-Sen-Ore)
10,20,1908,10/20/1908,Arlene Francis, in Boston Mass
10,20,1911,10/20/1911,Will Rogers Jr., Actor
10,20,1923,10/20/1923,Herschel Bernardi, Actor
10,20,1925,10/20/1925,Art Buchwald, columnist
10,20,1931,10/20/1931,Mickey Mantle," NY Yankee, home run slugger"
10,20,1932,10/20/1932,Roosevelt Brown, NFL offensive tackle (NY Giants)
10,20,1932,10/20/1932,William Christopher," Actor, ""Father Mulcahy"""
10,20,1935,10/20/1935,Jerry Orbach,
10,20,1937,10/20/1937,Juan Marichal, baseball player
10,20,1953,10/20/1953,Keith Hernandez,
10,21,1772,10/21/1772,Samuel Taylor Coleridge," in England, poet"
10,21,1833,10/21/1833,Alfred Bernhard Nobel," Stockholm, created dynamite & Peace Prizes"
10,21,1912,10/21/1912,Sir Georg Solti, conductor
10,21,1914,10/21/1914,Martin Gardner, Scientific American math & puzzles columnist
10,21,1917,10/21/1917,Dizzy Gillespie," trumpeter, a creator of modern jazz"
10,21,1928,10/21/1928,Whitey Ford, NY Yankee pitcher
10,21,1933,10/21/1933,Georgia Brown,
10,21,1940,10/21/1940,Manfred Mann, rocker
10,21,1945,10/21/1945,Kathy Young,
10,21,1953,10/21/1953,Charlotte Caffey, (GoGos)
10,21,1956,10/21/1956,Carrie Fisher, in Beverly Hills - Star Wars' Princess Lelia
10,21,1971,10/21/1971,Jade Jagger, daughter of Mick Jagger
10,22,1811,10/22/1811,Franz Liszt," Hungary, Romantic composer, virtuoso pianist"
10,22,1845,10/22/1845,Sarah Bernhardt, Actress
10,22,1870,10/22/1870,Ivan Bunin," Russian poet, novelist (Gentleman from SF) (Nobel 1933)"
10,22,1880,10/22/1880,Joe Carr, president of the NFL
10,22,1887,10/22/1887,John Reed," journalist who reported on Mexican, Russian revolutions"
10,22,1906,10/22/1906,Sidney Kingsley, author
10,22,1917,10/22/1917,Joan Fontaine, Actress
10,22,1919,10/22/1919,Doris Lessing, novelist (The Golden Notebook)
10,22,1920,10/22/1920,Timothy Leary,
10,22,1920,10/22/1920,Mitzi Green,
10,22,1922,10/22/1922,John Chafee, (R-RI-Sen)
10,22,1923,10/22/1923,Pete Pihos, NFL end (Phil Eagles)
10,22,1925,10/22/1925,Robert Rauschenberg, painter
10,22,1929,10/22/1929,Dory Previn, singer
10,22,1938,10/22/1938,Derek Jacobi,
10,22,1938,10/22/1938,Christopher Lloyd," (Rev. Jim-Taxi, Star Trek III)"
10,22,1939,10/22/1939,Tony Roberts,
10,22,1942,10/22/1942,Annette Funichello, in Utica NY
10,22,1943,10/22/1943,Catherine Deneuve, in Paris (Repulsion)
10,22,1952,10/22/1952,Jeff Goldblum, Actor
10,23,1752,10/23/1752,Nicolas Appert," inventor of food canning, bouillon tablet"
10,23,1844,10/23/1844,Robert Bridges, poet laureate of England (The Testament of Beauty)
10,23,1844,10/23/1844,Louis Riel, leader of insurrection of Metis in Manitoba
10,23,1905,10/23/1905,Karl Jansky, discoverer of cosmic radio emissions in 1932
10,23,1905,10/23/1905,Felix Bloch, U.S. physicist (Nobel 1952)
10,23,1914,10/23/1914,Frank (Bruiser) Kinard," NFL, AAFC tackle (Bkln, NY Yankees)"
10,23,1922,10/23/1922,Coleen Gray, in Staplehurst Nebraska
10,23,1925,10/23/1925,Johnny Carson, Tonight Show host
10,23,1931,10/23/1931,Diana Dors, in England
10,23,1938,10/23/1938,John Heinz, (R-Pa-Sen)
10,23,1940,10/23/1940,Edison Pele, soccer player extraordinaire
10,23,1942,10/23/1942,Michael Crichton, (Andromeda Strain)
